"car_id","car_name","car_year","car_restyle","car_series1","car_series3","benchi","car_drive","qx_name1","qx_name2","car_door","car_liter_wu","car_desc","car_auto","car_site","car_oil","car_discharge_standard","car_hp","car_height_t","car_wheelbase","car_engine","car_engine1","car_OBD","car_discharge","car_price","car_model_name"
1021,"别克",2013,"","GL8","","","","舒适","","","2.4L","","自动","","","","","","","","","","国四",22.8,"2013款 GL8 2.4L 自动舒适版"
10210,"吉利全球鹰",2011,"","吉利GX2","","","","舒适","","","1.3L","","手动","","","","","","","","","","国四",5.09,"2011款 吉利GX2 1.3L 手动 舒适型"
10211,"吉利全球鹰",2011,"","吉利GX2","","","","豪华","","","1.3L","","手动","","","","","","","","","","国四",5.78,"2011款 吉利GX2 1.3L 手动 豪华型"
10212,"吉利全球鹰",2011,"","吉利GX2","","","","尊贵","","","1.5L","","手动","","","","","","","","","","国四",5.49,"2011款 吉利GX2 1.5L 手动 尊贵型"
10213,"吉利全球鹰",2011,"","吉利GX2","","","","舒适","","","1.5L","","自动","","","","","","","","","","国四",5.49,"2011款 吉利GX2 1.5L 自动 舒适型"
10214,"吉利全球鹰",2010,"","吉利GX2","","","","无敌","","","1.5L","","手动","","","","","","","","","","国四",6.58,"2010款 吉利GX2 1.5L 手动 无敌型"
10224,"吉利帝豪",2012,"","帝豪","三厢","","","超悦惠民","","","1.5L","","手动","","","","","","","","","","国四",7.18,"2012款 帝豪三厢 1.5L 手动超悦惠民型"
10236,"吉利帝豪",2010,"","帝豪","三厢","","","舒适","","","1.8L","","手动","","","","","","","","","","国四",8.28,"2010款 帝豪三厢 1.8L MT舒适型"
10259,"吉利帝豪",2012,"","帝豪EC8","","","","","BMCS","","2.0L","","自动","","","","","","","","","","国四",14.68,"2012款 帝豪EC8 2.0L 自动型 BMCS版"
10260,"吉利帝豪",2012,"","帝豪EC8","","","","","BMCS","","2.4L","","自动","","","","","","","","","","国四",15.58,"2012款 帝豪EC8 2.4L 自动型 BMCS版"
10261,"吉利帝豪",2011,"","帝豪EC8","","","","标准","","","2.0L","","手动","","","","","","","","","","国四",10.58,"2011款 帝豪EC8 2.0L 手动型 标准版"
10262,"吉利帝豪",2011,"","帝豪EC8","","","","舒适","","","2.0L","","手动","","","","","","","","","","国四",10.98,"2011款 帝豪EC8 2.0L 手动型 舒适版"
10263,"吉利帝豪",2011,"","帝豪EC8","","","","标准","","","2.0L","","自动","","","","","","","","","","国四",11.78,"2011款 帝豪EC8 2.0L 自动型 标准版"
10264,"吉利帝豪",2011,"","帝豪EC8","","","","舒适","","","2.0L","","自动","","","","","","","","","","国四",12.18,"2011款 帝豪EC8 2.0L 自动型 舒适版"
10265,"吉利帝豪",2011,"","帝豪EC8","","","","豪华","","","2.0L","","自动","","","","","","","","","","国四",12.88,"2011款 帝豪EC8 2.0L 自动型 豪华版"
10266,"吉利帝豪",2011,"","帝豪EC8","","","","尊贵","","","2.0L","","自动","","","","","","","","","","国四",13.68,"2011款 帝豪EC8 2.0L 自动型 尊贵版"
10267,"吉利帝豪",2011,"","帝豪EC8","","","","行政","","","2.0L","","自动","","","","","","","","","","国四",14.98,"2011款 帝豪EC8 2.0L 自动型 行政版"
10268,"吉利帝豪",2011,"","帝豪EC8","","","","豪华","","","2.4L","","自动","","","","","","","","","","国四",13.68,"2011款 帝豪EC8 2.4L 自动型 豪华版"
10269,"吉利帝豪",2011,"","帝豪EC8","","","","尊贵","","","2.4L","","自动","","","","","","","","","","国四",14.58,"2011款 帝豪EC8 2.4L 自动型 尊贵版"
10270,"吉利帝豪",2011,"","帝豪EC8","","","","行政","","","2.4L","","自动","","","","","","","","","","国四",15.98,"2011款 帝豪EC8 2.4L 自动型 行政版"
10277,"吉利帝豪",2012,"","帝豪","两厢","","","超悦惠民","","","1.5L","","手动","","","","","","","","","","国四",6.88,"2012款 帝豪两厢 1.5L 手动超悦惠民型"
1028,"别克",2011,"","GL8","商务车","","","舒适","","","2.4L","CT","","","","","","","","","","","国四",22.8,"2011款 GL8 商务车 2.4L CT 舒适版"
1029,"别克",2011,"","GL8","商务车","","","行政","","","2.4L","LT","","","","","","","","","","","国四",24.8,"2011款 GL8 商务车 2.4L LT 行政版"
10290,"吉利帝豪",2011,"","帝豪","两厢","","","标准","","","1.5L","","手动","","","","","","","","","","国四",7.28,"2011款 帝豪两厢 1.5L MT 标准型"
10291,"吉利帝豪",2011,"","帝豪","两厢","","","豪华","","","1.5L","","手动","","","","","","","","","","国四",8.28,"2011款 帝豪两厢 1.5L MT 豪华型"
10292,"吉利帝豪",2010,"","帝豪","两厢","","","舒适","","","1.8L","","手动","","","","","","","","","","国四",7.98,"2010款 帝豪两厢 1.8L MT 舒适型"
1030,"别克",2011,"","GL8","","","","豪华商务舒适","","","2.4L","CT","","","","","","","","","","","国四",28.8,"2011款 GL8 2.4L CT 豪华商务 舒适版"
1031,"别克",2011,"","GL8","","","","豪华商务行政","","","2.4L","LT","","","","","","","","","","","国四",32.8,"2011款 GL8 2.4L LT 豪华商务 行政版"
10310,"捷豹",2012,"","捷豹XF","","XF","","伦敦限量","V6","","3.0L","","自动","","","","","","","","","","欧四",59.8,"2012款 捷豹XF 3.0L 手自一体 V6伦敦限量版"
10313,"捷豹",2011,"","捷豹XF","","XF","","豪华","","","","","","","","","","","","","","","欧四",69.8,"2011款 捷豹XF 豪华版"
10314,"捷豹",2011,"","捷豹XF","","XF","","限量周年","V6","","3.0L","","","","","","","","","","","","欧四",75,"2011款 捷豹XF 3.0L V6 75周年限量版"
10315,"捷豹",2011,"","捷豹XF","","XF","","奢华","","","","","","","","","","","","","","","欧四",141.1,"2011款 捷豹XF 奢华版"
10318,"捷豹",2009,"","捷豹XF","","XF","","豪华","V6","","3.0L","","","","","","","","","","","","欧四",69.8,"2009款 捷豹XF 3.0L V6豪华版"
10319,"捷豹",2009,"","捷豹XF","","XF","","奢华","V8","","5.0L","","","","","","","","","","","","欧四",141.1,"2009款 捷豹XF 5.0L V8奢华版"
1032,"别克",2011,"","GL8","","","","豪华商务豪雅","","","3.0L","GT","","","","","","","","","","","国四",36.8,"2011款 GL8 3.0L GT 豪华商务 豪雅版"
10321,"捷豹",2008,"","捷豹XF","","XF","","机械增压","SV8","","4.2","","","","","","","","","","","","欧四",138,"2008款 捷豹XF 4.2 SV8机械增压版"
10322,"捷豹",2007,"","捷豹XF","","XF","","豪华","","","2.7L","","","","柴油","","","","","","","","欧四",63,"2007款 捷豹XF 2.7L 柴油豪华型"
1033,"别克",2011,"","GL8","","","","豪华商务旗舰","","","3.0L","XT","","","","","","","","","","","国四",38.8,"2011款 GL8 3.0L XT 豪华商务 旗舰版"
10331,"捷豹",2013,"","捷豹XJ","","XJ","","创世巅峰","L","","5.0SC","","自动","5座","","","","","","","","","欧五",258.8,"2013款 捷豹XJ XJL 5.0SC 手自一体 创世巅峰版 5座"
10332,"捷豹",2013,"","捷豹XJ","","XJ","","创世巅峰","L","","5.0SC","","自动","4座","","","","","","","","","欧五",308.8,"2013款 捷豹XJ XJL 5.0SC 手自一体 创世巅峰版 4座"
10334,"捷豹",2011,"","捷豹XJ","","XJ","","旗舰商务","","","","","","","","","","","","","","","欧五",115.8,"2011款 捷豹XJ 旗舰商务版"
10337,"捷豹",2007,"一代","捷豹XJ","加长","XJ","","皇家","6L","","","","","","","","","","","","","","欧四",88.8,"2007款 捷豹XJ XJ6L 新一代皇家加长版"
10338,"捷豹",2007,"一代","捷豹XJ","加长","XJ","","皇家","8L","","","","","","","","","","","","","","欧四",158,"2007款 捷豹XJ XJ8L 新一代皇家加长版"
10339,"捷豹",2005,"","捷豹XJ","","XJ","","捷豹领袖精英","XL L","","","","","","","","","","","","","","欧三",129,"2005款 捷豹XL XJL 精英领袖版"
10344,"捷豹",2013,"","捷豹F-TYPE","敞篷","F","","","","","3.0T","","","","","","","","","","","","欧五",84.8,"2013款 捷豹F-TYPE 3.0T 敞篷版"
10345,"捷豹",2013,"","捷豹F-TYPE","敞篷","F","","","S","","3.0T","","","","","","","","","","","","欧五",102.8,"2013款 捷豹F-TYPE 3.0T 敞篷版 S"
10346,"捷豹",2013,"","捷豹F-TYPE","敞篷","F","","","S","","5.0T","","","","","","","","","","","","欧五",149.8,"2013款 捷豹F-TYPE 5.0T 敞篷版 S"
10347,"捷豹",2013,"","捷豹F-TYPE","敞篷","F","","中国限量","S","","5.0T","","","","","","","","","","","","欧五",181.8,"2013款 捷豹F-TYPE 5.0T S 敞篷中国限量版"
10348,"捷豹",2012,"","捷豹XKR","COUPE","XKR","","机械增压","V8","","5.0L","","自动","","","","","","","","","","欧四",203,"2012款 捷豹XKR 5.0L 手自一体 V8机械增压硬顶跑车"
10349,"捷豹",2012,"","捷豹XKR","敞篷","XKR","","机械增压","V8","","5.0L","","自动","","","","","","","","","","欧四",213,"2012款 捷豹XKR 5.0L 手自一体 V8机械增压敞篷跑车"
10350,"捷豹",2012,"","捷豹XKR","COUPE","XKR","","机械增压","S V8","","5.0L","","自动","","","","","","","","","","欧四",251.8,"2012款 捷豹XKR-S 5.0L 手自一体 V8机械增压硬顶跑车"
10351,"捷豹",2013,"","捷豹XKR","敞篷","XKR","","机械增压","S V8","","5.0L","","自动","","","","","","","","","","欧四",261.8,"2013款 捷豹XKR-S 5.0L 手自一体 V8机械增压敞篷跑车"
10352,"捷豹",2011,"","捷豹XKR","COUPE","XKR","","机械增压","V8","","5.0L","","","","","","","","","","","","欧四",203,"2011款 捷豹XKR 5.0L V8 机械增压硬顶跑车"
10353,"捷豹",2011,"","捷豹XKR","敞篷","XKR","","机械增压","V8","","5.0L","","","","","","","","","","","","欧四",213,"2011款 捷豹XKR 5.0L V8 机械增压敞篷跑车"
10356,"捷豹",2003,"","捷豹XKR","敞篷","XKR","","","SC","","4.2L","","自动","","","","","","","","","","欧三",202.8,"2003款 捷豹XKR 4.2L 自动 SC 敞篷版"
10357,"捷豹",2009,"","捷豹XK","COUPE","XK","","","V8","","4.2L","","","","","","","","","","","","欧四",142,"2009款 捷豹XK 4.2L V8 双门跑车"
10358,"捷豹",2009,"","捷豹XK","敞篷","XK","","","V8","","4.2L","","","","","","","","","","","","欧四",152,"2009款 捷豹XK 4.2L V8 敞篷跑车"
10359,"捷豹",2011,"","捷豹XFR","","XFR","","机械增压","V8","","5.0L","","","","","","","","","","","","欧四",188,"2011款 捷豹XFR 5.0L V8 机械增压版"
10361,"捷豹",2006,"","捷豹S-TYPE","","S","","典藏","","","3.0","","","","","","","","","","","","欧四",69.8,"2006款 捷豹S-TYPE 3.0 典藏版"
10362,"捷豹",2004,"","捷豹S-TYPE","","S","","","X","","2.5","","","","","","","","","","","","欧三",64.3,"2004款 捷豹S-TYPE X 2.5"
10363,"捷豹",2004,"","捷豹S-TYPE","","S","","","","","3.0","","","","","","","","","","","","欧三",67.8,"2004款 捷豹S-TYPE 3.0"
